2024-04-24 02:24:16,818 INFO    StreamThr :35628 [internal.py:wandb_internal():86] W&B internal server running at pid: 35628, started at: 2024-04-24 02:24:16.817619
2024-04-24 02:24:16,819 DEBUG   HandlerThread:35628 [handler.py:handle_request():146] handle_request: status
2024-04-24 02:24:16,821 INFO    WriterThread:35628 [datastore.py:open_for_write():87] open: /Users/myk/PyPjcts/MedSAM_lite-0424/wandb/run-20240424_022416-my5c8dfm/run-my5c8dfm.wandb
2024-04-24 02:24:16,822 DEBUG   SenderThread:35628 [sender.py:send():379] send: header
2024-04-24 02:24:16,846 DEBUG   SenderThread:35628 [sender.py:send():379] send: run
2024-04-24 02:24:17,945 INFO    SenderThread:35628 [dir_watcher.py:__init__():211] watching files in: /Users/myk/PyPjcts/MedSAM_lite-0424/wandb/run-20240424_022416-my5c8dfm/files
2024-04-24 02:24:17,945 INFO    SenderThread:35628 [sender.py:_start_run_threads():1124] run started: my5c8dfm with start time 1713896656.817839
2024-04-24 02:24:17,962 DEBUG   HandlerThread:35628 [handler.py:handle_request():146] handle_request: check_version
2024-04-24 02:24:17,963 DEBUG   SenderThread:35628 [sender.py:send_request():406] send_request: check_version
2024-04-24 02:24:21,014 DEBUG   HandlerThread:35628 [handler.py:handle_request():146] handle_request: run_start
2024-04-24 02:24:21,033 DEBUG   HandlerThread:35628 [system_info.py:__init__():26] System info init
2024-04-24 02:24:21,034 DEBUG   HandlerThread:35628 [system_info.py:__init__():41] System info init done
2024-04-24 02:24:21,034 INFO    HandlerThread:35628 [system_monitor.py:start():194] Starting system monitor
2024-04-24 02:24:21,034 INFO    SystemMonitor:35628 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-24 02:24:21,034 INFO    HandlerThread:35628 [system_monitor.py:probe():214] Collecting system info
2024-04-24 02:24:21,037 INFO    SystemMonitor:35628 [interfaces.py:start():190] Started cpu monitoring
2024-04-24 02:24:21,037 INFO    SystemMonitor:35628 [interfaces.py:start():190] Started disk monitoring
2024-04-24 02:24:21,039 DEBUG   HandlerThread:35628 [system_info.py:probe():150] Probing system
2024-04-24 02:24:21,039 INFO    SystemMonitor:35628 [interfaces.py:start():190] Started gpuapple monitoring
2024-04-24 02:24:21,045 INFO    SystemMonitor:35628 [interfaces.py:start():190] Started memory monitoring
2024-04-24 02:24:21,046 INFO    SystemMonitor:35628 [interfaces.py:start():190] Started network monitoring
2024-04-24 02:24:21,050 DEBUG   HandlerThread:35628 [system_info.py:_probe_git():135] Probing git
2024-04-24 02:24:21,079 DEBUG   HandlerThread:35628 [system_info.py:_probe_git():143] Probing git done
2024-04-24 02:24:21,079 DEBUG   HandlerThread:35628 [system_info.py:probe():198] Probing system done
